recency	history	used_discount	used_bogo	is_referral	treatment	zip_code_Rural	zip_code_Surburban	zip_code_Urban	channel_Multichannel	channel_Phone	channel_Web	proba_CN	proba_CR	proba_TN	proba_TR	uplift_score	target_class
3	29.99	1	0	0	1	0	1	0	0	1	0	0.3821236	0.058454063	0.44744456	0.11197787	0.13498192	2
2	101.1	1	0	0	0	0	0	1	0	0	1	0.5222991	0.04345825	0.3673786	0.06686406	0.15432858	0
6	232.59	1	0	0	0	1	0	0	0	1	0	0.39288604	0.1517188	0.37966195	0.075733215	-0.22456577	0
10	771.5	1	0	1	0	1	0	0	1	0	0	0.5000141	0.035912458	0.39095896	0.07311448	0.18107869	0
1	1052.94	0	1	1	1	0	1	0	0	0	1	0.28127828	0.035242643	0.54727656	0.13620251	0.17586893	2
1	125.6	0	1	1	1	0	0	1	0	0	1	0.44750857	0.038773306	0.40815473	0.105563395	0.2515095	2
1	168.59	1	0	1	1	0	1	0	0	0	1	0.38905412	0.065933645	0.4004508	0.14456141	0.24066265	2
12	406.78	0	1	1	1	0	0	1	1	0	0	0.4484933	0.015289175	0.50857496	0.027642565	0.03716945	2
9	258.11	1	0	1	0	1	0	0	1	0	0	0.41415188	0.025736725	0.5257923	0.034319118	0.005529117	0
5	63.02	0	1	0	1	0	0	1	0	0	1	0.42920867	0.03909113	0.431735	0.09996515	0.20907158	2
3	92.36	0	1	0	0	0	1	0	0	1	0	0.39613906	0.117374025	0.39543986	0.09104706	-0.08283712	0
1	209.35	1	0	0	1	1	0	0	0	0	1	0.56760544	0.0827496	0.18768518	0.16195977	0.671949	3
1	214.89	1	0	0	0	0	0	1	0	0	1	0.38753185	0.06660356	0.4236443	0.12222024	0.154484	0
10	397.43	1	0	1	0	0	1	0	0	1	0	0.53758925	0.015227242	0.3834025	0.063781016	0.23016693	0
2	195.29	1	0	1	1	0	1	0	0	1	0	0.48821774	0.027205406	0.40966073	0.074916184	0.20363723	2
3	288.17	1	0	1	1	0	0	1	0	0	1	0.46069318	0.038722914	0.4275613	0.07302264	0.13667718	3
12	271.18	1	0	0	1	0	1	0	0	0	1	0.41908187	0.049784202	0.48265424	0.048479702	-0.029808275	3
1	31.5	1	0	0	0	0	0	1	0	0	1	0.47719157	0.14265116	0.33034348	0.049813826	-0.19821218	0
2	966.6	1	1	1	1	0	0	1	1	0	0	0.549403	0.07297543	0.26482323	0.112798356	0.36290982	2
2	201.56	0	1	0	1	0	0	1	1	0	0	0.46019572	0.04154489	0.4290701	0.06918933	0.112120986	2
8	66.11	0	1	0	1	0	1	0	0	0	1	0.4819098	0.050499365	0.41819772	0.049393125	0.02156502	2
10	119.42	0	1	1	1	0	0	1	0	0	1	0.43747562	0.019918012	0.47977808	0.06282824	0.14448598	2
10	566.93	0	1	1	0	1	0	0	1	0	0	0.50067234	0.029686827	0.3633407	0.10630012	0.34073704	0
1	82.17	1	0	1	0	0	0	1	0	0	1	0.44402498	0.05408916	0.41164845	0.09023739	0.14241746	0
4	141.9	1	0	1	0	0	1	0	0	1	0	0.50449157	0.025511747	0.42337814	0.046618503	0.10210791	0
11	29.99	1	0	1	1	0	1	0	0	0	1	0.43969846	0.027813872	0.46867612	0.06381153	0.120686546	2
1	37.97	1	0	0	0	0	1	0	0	0	1	0.3420892	0.1463452	0.38139728	0.13016832	-0.0903402	0
11	96.15	0	1	1	0	0	1	0	0	0	1	0.4848097	0.02781656	0.43807283	0.049300857	0.09378669	0
1	42.84	1	0	0	0	0	0	1	0	1	0	0.46979228	0.059916377	0.41021168	0.060079705	0.029276036	0
3	58.36	1	0	0	1	1	0	0	0	1	0	0.30061385	0.055584196	0.55827934	0.085522614	-0.046417266	2
1	252.04	1	0	1	0	0	1	0	0	1	0	0.42953575	0.057071384	0.40582925	0.10756358	0.1844617	1
1	29.99	1	0	1	1	0	0	1	0	1	0	0.45684734	0.036045004	0.4312205	0.075887136	0.15303484	3
5	472.35	0	1	1	1	0	1	0	0	1	0	0.56135803	0.025066692	0.36141276	0.052162472	0.16676156	2
6	223.15	0	1	1	1	0	1	0	0	1	0	0.45143872	0.03815584	0.48315635	0.027249115	-0.049092703	3
4	135.53	0	1	0	1	0	0	1	0	1	0	0.50934553	0.0675718	0.29005578	0.13302685	0.39459452	2
7	806.86	1	1	1	1	1	0	0	0	0	1	0.30622473	0.080836765	0.485163	0.12777555	-0.00076693296	3
1	29.99	0	1	1	1	0	1	0	0	1	0	0.4622884	0.043550514	0.4568764	0.037284616	-0.021290526	3
9	132.12	0	1	0	1	0	1	0	0	0	1	0.4147798	0.054715175	0.42467132	0.10583369	0.1659112	2
2	109.07	1	0	0	1	1	0	0	0	1	0	0.3943951	0.08364302	0.4472201	0.074741766	-0.06355503	2
1	150.19	1	0	0	1	0	1	0	0	0	1	0.35907447	0.07807611	0.4548731	0.107976295	0.026472762	2
1	29.99	1	0	1	1	0	1	0	0	0	1	0.41973847	0.062460106	0.45931184	0.058489546	-0.033148825	2
8	29.99	1	0	1	0	1	0	0	0	0	1	0.40891963	0.05432954	0.44581077	0.09094007	0.1042953	0
1	42.21	1	0	1	1	0	0	1	0	1	0	0.42762557	0.031017747	0.5062253	0.0351314	-0.005468495	2
1	29.99	1	0	0	0	0	0	1	0	0	1	0.44251728	0.098203406	0.36286813	0.09641115	0.05660516	0
5	340.63	0	1	0	1	0	1	0	0	1	0	0.45719618	0.053274013	0.402433	0.08709678	0.1471133	2
1	67.07	0	1	1	1	1	0	0	0	0	1	0.44459963	0.034698956	0.387931	0.13277046	0.3651772	2
6	241.21	0	1	0	1	0	0	1	1	0	0	0.43234766	0.06810008	0.41310593	0.08644634	0.07393867	2
4	39.49	0	1	0	0	0	1	0	0	1	0	0.42421073	0.04266465	0.47456548	0.05855921	0.03691621	0
1	473.72	0	1	1	0	0	0	1	0	0	1	0.37997937	0.028204793	0.45097142	0.14084439	0.33777723	1
1	493.48	0	1	1	0	0	1	0	1	0	0	0.4420617	0.03035382	0.42305708	0.10452742	0.2677443	0
2	193.64	1	0	0	1	0	0	1	0	1	0	0.4062639	0.055119038	0.46193162	0.07668544	0.045819797	3
5	143.68	1	0	1	0	0	0	1	0	1	0	0.4978464	0.022004927	0.43823266	0.041916028	0.08993743	1
10	94.08	1	0	0	0	0	0	1	0	0	1	0.36022484	0.086056255	0.44211048	0.11160845	0.017463699	0
2	303.53	0	1	0	1	0	0	1	0	1	0	0.4250962	0.047789026	0.3926896	0.13442518	0.30792454	2
4	811.73	1	0	1	0	0	1	0	1	0	0	0.5030848	0.058833744	0.38199422	0.05608727	0.04665561	0
1	561.19	0	1	1	0	0	1	0	0	1	0	0.6153441	0.04199737	0.26838407	0.07427447	0.3057394	0
9	89.94	0	1	0	0	0	0	1	0	0	1	0.42587978	0.03559926	0.45413274	0.08438821	0.15912405	0
3	381.12	1	0	1	0	0	1	0	0	1	0	0.4083946	0.049645547	0.46275246	0.07920742	0.07552622	0
3	315.03	1	0	0	1	0	0	1	0	0	1	0.5158255	0.058973353	0.30948287	0.11571829	0.33910257	2
6	793.46	1	1	1	0	0	1	0	1	0	0	0.3217848	0.21604079	0.40701926	0.055155136	-0.5647094	0
10	68.83	0	1	1	1	0	0	1	0	1	0	0.43535778	0.009159021	0.5217646	0.033718605	0.08019392	2
12	29.99	0	1	0	1	0	1	0	0	0	1	0.4903153	0.046726994	0.42719465	0.03576313	-0.019517578	2
1	332.69	1	1	0	1	0	1	0	1	0	0	0.45060793	0.04941051	0.34215596	0.15782563	0.433691	2
7	170.66	1	0	1	1	1	0	0	0	0	1	0.38623226	0.04895234	0.42961678	0.13519864	0.25376287	3
1	198.59	0	1	0	0	1	0	0	0	1	0	0.5607436	0.104468115	0.22306532	0.11172301	0.35333493	0
8	29.99	1	0	0	1	0	0	1	0	0	1	0.47592902	0.053812094	0.3774529	0.092805974	0.19153786	2
10	41.49	1	0	0	1	1	0	0	0	0	1	0.31923422	0.016123245	0.39188063	0.27276188	0.72462225	2
7	916.91	0	1	1	0	0	1	0	0	0	1	0.4847187	0.05015982	0.3513274	0.113794126	0.30175328	0
9	153.89	0	1	0	1	0	0	1	0	0	1	0.46104926	0.03353852	0.45611474	0.049297493	0.059456125	2
4	31.67	1	0	0	1	0	0	1	0	0	1	0.4980313	0.05336922	0.39200467	0.056594785	0.058740653	2
3	29.99	0	1	1	1	1	0	0	0	1	0	0.44631177	0.045600064	0.35535198	0.1527362	0.41581997	2
4	41.61	1	0	1	1	0	1	0	0	1	0	0.4126099	0.03389235	0.47962365	0.07387407	0.1151228	2
10	260.48	1	1	0	0	0	1	0	1	0	0	0.3916372	0.107081704	0.3535312	0.14774989	0.16006204	0
3	480.78	1	1	0	1	0	0	1	0	0	1	0.39569545	0.076274075	0.3791658	0.1488647	0.24063282	2
3	156.23	1	0	0	0	0	1	0	0	0	1	0.45553744	0.070609175	0.39046094	0.08339249	0.08357477	0
4	134.8	1	0	0	0	0	1	0	0	1	0	0.52301735	0.048040964	0.32526	0.10368165	0.31517765	0
5	146.04	0	1	1	1	0	1	0	0	1	0	0.49622786	0.018795954	0.42485034	0.06012583	0.17496307	2
5	232.57	1	0	1	0	0	1	0	1	0	0	0.4442	0.03362036	0.4707355	0.051444106	0.056312308	0
10	29.99	0	1	1	0	0	1	0	0	1	0	0.4811341	0.007970795	0.48380417	0.027090985	0.07345961	0
1	288.21	1	0	0	1	0	0	1	0	0	1	0.43274444	0.10756277	0.33809856	0.12159419	0.13086964	3
6	350.88	1	0	1	1	0	1	0	0	1	0	0.47310427	0.01641436	0.4651811	0.045300215	0.11041716	2
11	85.04	1	0	1	0	1	0	0	0	0	1	0.45200416	0.021243922	0.35221925	0.17453267	0.57289577	0
1	642.43	1	0	1	1	0	1	0	1	0	0	0.34997514	0.08584111	0.4970382	0.06714554	-0.15590537	2
5	110.46	0	1	0	1	0	0	1	0	0	1	0.43607834	0.04481737	0.4021403	0.11696399	0.26424652	3
8	29.99	1	0	1	0	1	0	0	0	1	0	0.5061422	0.029936833	0.4203651	0.043555923	0.07608485	0
7	204.27	1	1	1	0	0	0	1	0	0	1	0.5273276	0.016056791	0.329422	0.12719357	0.49801534	0
4	472.17	1	0	0	1	1	0	0	0	1	0	0.41000852	0.23841318	0.23436299	0.11721531	-0.06856969	2
9	718.75	1	0	1	0	0	1	0	0	0	1	0.53284186	0.02777833	0.37314832	0.06623149	0.20237857	0
1	652.81	1	1	1	1	0	0	1	1	0	0	0.4046209	0.056810353	0.3749356	0.1636332	0.36142403	2
9	86.47	1	0	0	1	0	1	0	0	0	1	0.40146947	0.042678308	0.49062315	0.06522901	0.0425186	2
7	65.27	0	1	0	1	1	0	0	0	0	1	0.4499411	0.049183656	0.40569204	0.09518319	0.18298778	2
9	30.24	1	0	1	1	0	1	0	0	0	1	0.4876862	0.017652743	0.4256616	0.06899955	0.20911212	2
5	697.73	1	1	1	0	0	0	1	0	0	1	0.48913348	0.10554258	0.3183091	0.08701486	0.074401364	1
11	50.4	1	0	0	1	0	0	1	0	0	1	0.35363144	0.043025382	0.41263962	0.19070351	0.41521594	3
6	87.32	0	1	0	0	0	0	1	0	1	0	0.55864084	0.060166404	0.3323813	0.0488115	0.06163939	0
6	343.57	0	1	0	0	0	1	0	0	1	0	0.38472545	0.034001373	0.4479566	0.13331659	0.2963019	0
10	125.26	1	0	0	1	0	0	1	0	0	1	0.43362907	0.17027043	0.34884533	0.047255162	-0.3253013	2
1	481.25	1	0	1	0	0	1	0	0	0	1	0.40288037	0.048417065	0.39571792	0.15298468	0.34305498	1
3	270.73	1	0	1	0	0	1	0	1	0	0	0.509929	0.056224044	0.34504429	0.08880269	0.21075559	0
7	314.58	0	1	0	1	0	0	1	1	0	0	0.4742403	0.03175004	0.3913279	0.1026818	0.29021108	2
8	532.28	0	1	1	0	0	0	1	1	0	0	0.43708637	0.030243684	0.4827579	0.049912076	0.057971507	0
3	47.06	1	0	1	0	1	0	0	0	1	0	0.47958943	0.04726539	0.36850286	0.10464234	0.26290178	0
11	32.52	1	0	1	1	0	0	1	0	0	1	0.36441663	0.023435248	0.41037062	0.20177753	0.5383978	2
6	94.27	0	1	1	0	0	0	1	0	0	1	0.4474446	0.019971656	0.46963552	0.06294827	0.15093261	0
11	418.89	1	0	0	1	0	0	1	0	1	0	0.36003187	0.057764813	0.49126002	0.09094328	0.03588952	3
9	343.04	1	0	0	1	0	1	0	0	0	1	0.45832816	0.053472575	0.34199113	0.14620814	0.39001057	2
7	155.18	0	1	0	0	1	0	0	0	1	0	0.4432592	0.051823214	0.44057027	0.06434734	0.04553064	0
7	41.63	0	1	1	1	0	0	1	0	1	0	0.49780685	0.008801405	0.44235447	0.051037315	0.17213708	2
4	259.29	1	1	0	1	0	1	0	0	1	0	0.4576875	0.05440053	0.31141424	0.17649771	0.5110163	3
1	1207.77	1	1	1	1	0	1	0	0	1	0	0.3686563	0.12185598	0.4330568	0.07643088	-0.19682157	2
5	509.58	1	1	1	0	0	0	1	0	1	0	0.45524517	0.09901002	0.33726335	0.10848147	0.12947014	0
2	472.53	1	1	0	0	1	0	0	0	0	1	0.35875404	0.073494166	0.38932064	0.17843112	0.28849792	0
6	408.04	1	0	0	1	0	1	0	0	0	1	0.35707632	0.089530066	0.45909593	0.09429777	-0.060136825	2
3	454.08	1	1	0	0	0	0	1	1	0	0	0.43304753	0.075468324	0.34207538	0.14940877	0.31117225	1
6	112.77	0	1	0	1	0	1	0	0	0	1	0.46668282	0.04829505	0.3809099	0.104112186	0.24174736	2
6	184.98	0	1	0	0	0	1	0	0	1	0	0.43900177	0.06269562	0.41714555	0.08115709	0.07580004	0
2	231.9	1	0	0	1	0	0	1	0	0	1	0.36817	0.13086659	0.3998893	0.10107415	-0.12095782	3
7	84.15	1	0	1	0	0	0	1	0	0	1	0.57629955	0.018670645	0.3632278	0.04180198	0.14365283	0
2	903.82	1	1	1	0	0	0	1	0	0	1	0.31257176	0.091891445	0.36102837	0.23450847	0.33316606	0
10	29.99	1	0	1	1	0	1	0	0	1	0	0.52091	0.007269546	0.44508195	0.026738474	0.08581492	2
12	133.13	1	0	0	0	0	1	0	0	0	1	0.50283396	0.071122654	0.32246166	0.10358174	0.23841687	1
9	78.18	0	1	1	1	0	0	1	0	0	1	0.49578068	0.009189752	0.44888985	0.04613966	0.1500146	2
10	92.03	1	0	1	0	0	0	1	0	1	0	0.4955996	0.0057170927	0.46079594	0.037887342	0.12914127	0
1	816.16	1	1	1	0	1	0	0	0	0	1	0.4085847	0.12792704	0.3527614	0.110726826	0.0009134561	0
1	29.99	1	0	1	1	0	0	1	0	0	1	0.4745564	0.057611138	0.4334364	0.034396067	-0.06947075	3
8	298.97	1	0	0	0	0	0	1	0	1	0	0.48266774	0.02238253	0.40014014	0.094809644	0.29447323	1
3	334.62	0	1	0	1	0	0	1	0	0	1	0.5041321	0.044722296	0.3618425	0.08930309	0.23292878	2
3	120.25	0	1	1	0	0	0	1	0	1	0	0.42626464	0.06499504	0.43382326	0.07491704	0.02991414	0
6	94.22	0	1	0	0	0	1	0	0	0	1	0.4059486	0.09451084	0.39618173	0.103358865	0.036119387	1
4	353.47	1	1	0	1	0	0	1	1	0	0	0.46407354	0.061836857	0.35319638	0.12089323	0.2748404	2
10	133.59	1	0	0	1	0	1	0	0	1	0	0.62052023	0.039487254	0.27459252	0.06539995	0.26505712	3
6	30.1	0	1	1	1	1	0	0	0	1	0	0.4755975	0.021212596	0.44450262	0.058687247	0.14786561	2
4	585.08	1	0	1	0	1	0	0	0	1	0	0.56077933	0.06379558	0.22597544	0.14944962	0.5918774	0
1	272.65	0	1	1	0	0	1	0	0	1	0	0.47971094	0.051793672	0.3916701	0.076825306	0.1330715	0
9	60.65	0	1	0	0	0	1	0	0	0	1	0.41350818	0.07211554	0.44305742	0.07131884	-0.019699514	0
4	628.31	1	0	1	1	0	1	0	1	0	0	0.40731713	0.075057335	0.44690406	0.07072145	-0.03794612	2
1	143.13	0	1	0	1	1	0	0	0	0	1	0.49014214	0.06336544	0.28296298	0.16352943	0.5035476	2
5	370.28	1	1	0	1	0	1	0	0	1	0	0.3866447	0.07404772	0.45709288	0.08221476	-0.016572714	3
6	29.99	0	1	1	0	0	0	1	0	0	1	0.49095246	0.025293585	0.44756857	0.03618543	0.05161224	0
6	553.44	1	0	1	0	0	1	0	1	0	0	0.54857874	0.023217933	0.35616404	0.07203927	0.25526187	1
11	144.92	0	1	0	1	0	1	0	0	1	0	0.5307136	0.08207683	0.32935497	0.057854574	0.030949205	2
2	471.77	1	1	0	0	0	1	0	1	0	0	0.470254	0.071481675	0.29688674	0.16137764	0.4404006	0
10	29.99	0	1	1	0	0	0	1	0	1	0	0.49614856	0.0076994007	0.46053144	0.03562059	0.11302501	0
9	310.41	0	1	0	1	0	0	1	0	0	1	0.43226475	0.03835014	0.45133135	0.0780538	0.13190587	2
9	524.34	1	0	1	0	0	0	1	1	0	0	0.35960615	0.024715653	0.54752374	0.068154484	0.09277677	0
11	181.14	0	1	0	0	1	0	0	0	1	0	0.49412546	0.063225366	0.3241694	0.1184798	0.30844325	0
9	274.92	1	1	0	1	0	1	0	0	0	1	0.40334228	0.06145575	0.42383686	0.11136513	0.15172046	2
9	813.68	1	0	1	1	0	1	0	0	1	0	0.4818654	0.021636259	0.44631043	0.050187923	0.116224445	2
1	393.37	0	1	0	1	0	1	0	0	1	0	0.4603976	0.06565932	0.39661926	0.07732384	0.0766719	3
11	44.97	1	0	0	1	0	1	0	0	1	0	0.47764844	0.02253211	0.42820847	0.07161098	0.19645147	2
5	1036.16	1	1	1	0	0	1	0	0	0	1	0.50124806	0.050218467	0.43357888	0.0149545735	-0.11544489	0
10	240.78	1	0	1	0	0	1	0	1	0	0	0.48687127	0.009506661	0.46279445	0.040827624	0.123831734	0
1	169.3	0	1	0	1	0	0	1	0	0	1	0.41652614	0.08155266	0.3807349	0.1211863	0.15542075	3
10	275.96	1	1	0	1	1	0	0	1	0	0	0.3433915	0.09906343	0.42846593	0.12907918	0.015236899	2
1	376.59	1	0	0	1	0	1	0	1	0	0	0.28323147	0.064515024	0.4520922	0.2001613	0.24270678	2
4	263.72	1	1	1	1	0	1	0	0	0	1	0.45676136	0.06933235	0.38256717	0.09133912	0.12189919	2
3	305.25	0	1	0	1	1	0	0	0	0	1	0.34615085	0.120190345	0.40770432	0.12595448	-0.04341972	2
10	29.99	0	1	1	1	0	0	1	0	1	0	0.49614856	0.0076994007	0.46053144	0.03562059	0.11302501	2
1	144.72	1	0	1	0	0	1	0	0	1	0	0.49594054	0.026103212	0.396546	0.0814102	0.24065568	0
7	305.82	1	1	1	0	0	0	1	0	1	0	0.44150633	0.026290033	0.37323248	0.1589712	0.48500794	0
2	262.77	1	0	1	0	1	0	0	0	0	1	0.47876504	0.15988946	0.29065734	0.07068818	-0.10945743	1
8	570.79	0	1	1	0	0	0	1	1	0	0	0.6303736	0.020955158	0.23205172	0.116619535	0.60459113	1
2	120.92	0	1	0	1	0	1	0	0	0	1	0.43012178	0.10125035	0.3460267	0.12260124	0.14214467	2
4	166.68	1	0	0	1	0	1	0	0	0	1	0.37607068	0.07015595	0.40296927	0.15080413	0.23020117	3
5	374.85	1	1	0	1	0	0	1	0	0	1	0.387041	0.10974594	0.41405654	0.08915652	-0.08747403	2
4	117.89	1	0	0	1	1	0	0	0	0	1	0.4403019	0.05339907	0.36832753	0.13797157	0.32869843	3
10	29.99	0	1	1	0	0	0	1	0	1	0	0.49614856	0.0076994007	0.46053144	0.03562059	0.11302501	0
2	276.58	1	0	0	0	0	1	0	0	0	1	0.35564166	0.07230499	0.45369577	0.11835757	0.07588309	1
11	405.41	0	1	0	0	0	1	0	1	0	0	0.58072305	0.016156685	0.3422161	0.06090415	0.24802658	0
4	581.61	1	0	1	0	0	1	0	0	1	0	0.43349975	0.02784469	0.40600747	0.13264808	0.37180424	1
1	353.89	0	1	0	1	0	1	0	0	1	0	0.46225592	0.04129861	0.43055037	0.0658951	0.10143939	2
9	314.08	1	0	0	1	0	1	0	0	0	1	0.46418786	0.10630873	0.33428988	0.09521355	0.07067734	2
2	226.56	1	0	1	0	0	1	0	0	0	1	0.46371633	0.028876279	0.4149778	0.09242956	0.24707893	0
2	1094.28	0	1	1	1	0	0	1	0	1	0	0.46162271	0.025862658	0.35569918	0.15681542	0.5058388	2
9	176.51	0	1	0	1	0	1	0	0	1	0	0.48570752	0.029994441	0.39879194	0.08550605	0.23678872	2
1	460.89	1	1	0	0	0	1	0	1	0	0	0.33983856	0.18170658	0.2711675	0.20728737	0.16968566	0
3	76.26	1	0	1	0	0	1	0	0	1	0	0.49436927	0.027624462	0.4269543	0.051052015	0.10776168	0
5	29.99	0	1	0	0	0	1	0	0	0	1	0.4430978	0.059011146	0.41157737	0.086313725	0.11166418	1
6	106.52	1	0	1	0	0	0	1	0	1	0	0.5067864	0.010320227	0.4423055	0.040587854	0.12818745	0
7	638.44	1	1	1	1	1	0	0	0	0	1	0.507748	0.07685682	0.357394	0.058001183	0.016321793	2
10	222.92	1	0	0	0	0	0	1	0	1	0	0.46156937	0.03612229	0.42645305	0.07585532	0.15686753	0
10	76.2	1	0	0	0	0	1	0	0	0	1	0.5055432	0.050496835	0.38305986	0.060900148	0.09271951	0
4	324.07	1	0	0	0	0	1	0	0	1	0	0.40193462	0.066078335	0.4480519	0.08393513	0.033174977	0
10	106.23	1	0	0	1	1	0	0	0	1	0	0.41778556	0.046822473	0.45605746	0.07933454	0.094803706	2
10	305.02	1	1	0	0	0	1	0	0	1	0	0.42135334	0.026425341	0.38171926	0.17050205	0.49948493	0
4	196.51	0	1	0	0	0	1	0	0	0	1	0.38915712	0.054407172	0.47847912	0.07795659	0.034881637	0
1	390.63	1	0	0	0	1	0	0	0	1	0	0.42151505	0.07820255	0.23847136	0.26181105	0.733666	0
2	29.99	1	0	0	0	0	1	0	0	1	0	0.36329845	0.062385347	0.45733097	0.11698519	0.11428298	0
7	82.41	0	1	1	1	0	1	0	0	1	0	0.6158755	0.013193704	0.32502592	0.04590488	0.20556505	2
5	30.58	0	1	1	0	0	1	0	0	0	1	0.48192134	0.032101832	0.43934834	0.04662848	0.0669916	0
10	281.95	1	0	1	0	0	1	0	0	1	0	0.46309417	0.013357212	0.47578624	0.047762368	0.12638667	0
10	189.33	1	0	1	1	0	0	1	0	1	0	0.53249645	0.0074181226	0.42676058	0.033324894	0.11738512	2
7	33.01	0	1	1	1	0	1	0	0	1	0	0.4891336	0.0111355325	0.4276077	0.07212325	0.24413016	2
3	29.99	1	0	0	1	0	0	1	0	0	1	0.4430749	0.07301976	0.3886411	0.095264174	0.11076023	3
1	184.61	1	0	1	1	0	0	1	0	0	1	0.418977	0.050944753	0.45204723	0.07803098	0.077590816	2
4	433.45	0	1	0	0	0	1	0	0	0	1	0.29923323	0.14392777	0.46446303	0.092376016	-0.31776363	0
5	81.1	0	1	1	1	0	0	1	0	1	0	0.50595087	0.02561198	0.42445403	0.04398314	0.09142186	2
4	331.32	1	0	1	1	0	0	1	0	0	1	0.53571004	0.038937435	0.36308327	0.062269233	0.15727118	2
9	519.19	1	0	1	0	1	0	0	1	0	0	0.5988374	0.052252296	0.30499798	0.04391232	0.09120398	0
9	59.22	1	0	0	1	1	0	0	0	0	1	0.48624334	0.067287914	0.33117306	0.115295716	0.27335593	2
9	29.99	0	1	0	0	1	0	0	0	1	0	0.36157286	0.050856248	0.46892622	0.118644685	0.1572299	0
1	999.4	1	0	1	1	0	0	1	1	0	0	0.49223328	0.064120695	0.1858958	0.25775018	0.9314601	2
7	281.01	1	0	1	0	1	0	0	0	1	0	0.427795	0.034209114	0.49222034	0.045775525	0.022080436	0
8	63.41	0	1	1	0	0	1	0	0	1	0	0.5123391	0.0074404553	0.44348213	0.03673831	0.12437673	0
1	182.27	0	1	0	0	1	0	0	0	0	1	0.44380844	0.08008098	0.3413322	0.13477838	0.26044703	0
9	618.43	0	1	1	1	0	1	0	1	0	0	0.53327507	0.014269944	0.4292307	0.023224289	0.05053565	2
10	103.74	1	0	1	1	0	0	1	0	1	0	0.5038159	0.00700869	0.45788735	0.03128806	0.10048096	2
10	113.34	0	1	1	1	0	1	0	0	0	1	0.46104193	0.023492232	0.46372756	0.051738244	0.10377525	2
2	174.52	0	1	0	1	0	1	0	0	0	1	0.4778557	0.056657776	0.33936715	0.12611936	0.32988444	2
7	355.64	0	1	0	0	0	0	1	0	0	1	0.44138107	0.054876857	0.3930153	0.110726796	0.21845439	0
4	170.07	0	1	0	1	1	0	0	0	1	0	0.40111348	0.111146525	0.31490418	0.17283583	0.27477545	2
2	49.81	0	1	0	1	0	1	0	0	0	1	0.331094	0.09303357	0.43622297	0.13964951	0.04629594	2
8	80.55	0	1	0	1	0	1	0	0	1	0	0.37426725	0.06429225	0.47951233	0.08192821	-0.0013474226	2
5	129.99	1	0	1	1	0	1	0	0	1	0	0.518705	0.02377301	0.414297	0.043224975	0.10130645	3
1	103.27	0	1	0	1	1	0	0	0	1	0	0.44895548	0.04260326	0.351836	0.15660526	0.44268155	2
9	29.99	0	1	1	0	0	1	0	0	0	1	0.45441005	0.023769142	0.45709014	0.064730704	0.14868025	0
2	80.13	1	0	1	0	0	1	0	0	1	0	0.50529176	0.03811018	0.41186506	0.044733014	0.055675298	0
10	54.61	0	1	1	1	0	1	0	0	1	0	0.4203429	0.0049649677	0.5038833	0.07080883	0.22307585	2
10	511.5	0	1	1	0	0	0	1	0	0	1	0.37037784	0.0655456	0.48208472	0.08199186	-0.010008931	0
9	43.22	1	0	1	0	0	1	0	0	1	0	0.4635855	0.0025907755	0.50343835	0.030385375	0.10272548	0
5	131.16	0	1	1	1	1	0	0	0	0	1	0.3117815	0.051516104	0.53393656	0.10276586	0.039203733	2
2	451.17	1	0	0	0	0	1	0	0	1	0	0.4515842	0.046246096	0.42757	0.07459969	0.11131897	0
6	829.96	1	0	1	0	0	0	1	1	0	0	0.48941237	0.09579133	0.34397	0.07082636	0.014121622	0
10	53.64	0	1	1	1	0	1	0	0	0	1	0.42083004	0.018819064	0.5009903	0.059360586	0.12625979	3
6	30.37	0	1	1	1	0	1	0	0	0	1	0.4685363	0.025999041	0.4379777	0.067486994	0.16188419	2
7	29.99	1	0	1	0	0	0	1	0	0	1	0.5000161	0.021736046	0.4392352	0.03901266	0.07982892	0
5	144.23	1	0	0	0	0	0	1	0	0	1	0.45245764	0.060366645	0.4104591	0.07671661	0.07951613	0
11	118.98	1	0	1	0	0	1	0	0	1	0	0.5654006	0.0056982525	0.40713388	0.02176727	0.08154702	0
6	355.94	1	0	0	0	0	1	0	0	0	1	0.4624574	0.05462817	0.3852345	0.09767992	0.19325086	0
2	378.03	1	0	1	0	1	0	0	0	0	1	0.37304917	0.102334835	0.4426187	0.081997275	-0.11793621	0
1	60.51	1	0	1	0	0	1	0	0	0	1	0.53134626	0.0447379	0.34610358	0.07781222	0.2117944	0
11	311.31	0	1	0	1	0	0	1	0	0	1	0.3363013	0.030498156	0.5712995	0.06190107	0.02922482	2
9	211.68	1	1	0	1	0	0	1	0	1	0	0.262239	0.037013464	0.52168465	0.17906283	0.26368955	3
12	35.28	1	0	0	0	0	1	0	0	0	1	0.38609552	0.025298577	0.5102559	0.07835003	0.14323296	0
9	85.91	1	0	1	0	1	0	0	0	1	0	0.3061878	0.019030333	0.617494	0.057287846	0.052765444	1
1	468.64	1	1	0	0	0	0	1	1	0	0	0.38580686	0.07486281	0.35955364	0.17977665	0.341649	1
1	293.94	1	0	1	1	0	1	0	0	0	1	0.50356406	0.05811922	0.34045616	0.09786061	0.23958255	3
2	412.44	1	0	0	0	1	0	0	0	0	1	0.30513933	0.05741483	0.38150892	0.25593692	0.4862833	0
11	29.99	1	0	1	1	0	0	1	0	0	1	0.45529133	0.030949099	0.45321432	0.060545314	0.1083955	2
